recipe,checkpoint,target_probe_mae_dollars,target_probe_wape_percent,target_probe_rmse_dollars,target_probe_rmse_log1p,cluster_silhouette,ttnc_proxy_retrieval_hit_rate_at_5,ttnc_proxy_label_cluster_ari,ttnc_proxy_probe_accuracy,ttnc_proxy_probe_macro_f1,num_samples,embedding_dim,device,ttnc_proxy_label_source
lpwm_dense_gaussian_cap32,C:\Users\tmcke\code\JEPA-For-Claims\experiments\lpwm_claims_pilot_20260826\cap32_replication_seed44_e2\lpwm_dense_gaussian_cap32\encoder.ckpt,1827.1866455078125,38.24509811401367,2951.82861328125,0.8230226635932922,0.15159732103347778,0.787,0.1497406486148134,,,2000,256,cuda,last_valid_ttnc
lpwm_rectified_laplace_cap32,C:\Users\tmcke\code\JEPA-For-Claims\experiments\lpwm_claims_pilot_20260826\cap32_replication_seed44_e2\lpwm_rectified_laplace_cap32\encoder.ckpt,1831.04150390625,38.32578659057617,2945.02734375,0.8181310892105103,0.156852126121521,0.773,0.121656525750621,,,2000,256,cuda,last_valid_ttnc
