recipe,checkpoint,target_probe_mae_dollars,target_probe_wape_percent,target_probe_rmse_dollars,target_probe_rmse_log1p,cluster_silhouette,ttnc_proxy_retrieval_hit_rate_at_5,ttnc_proxy_label_cluster_ari,ttnc_proxy_probe_accuracy,ttnc_proxy_probe_macro_f1,num_samples,embedding_dim,device,ttnc_proxy_label_source
lpwm_dense_gaussian_cap32,C:\Users\tmcke\code\JEPA-For-Claims\experiments\lpwm_claims_pilot_20260826\cap32_promotion_seed42_e4\lpwm_dense_gaussian_cap32\encoder.ckpt,1643.74951171875,35.35422897338867,2659.52734375,0.8269005417823792,0.1612037867307663,0.784504391468005,0.18716412976441044,,,3188,256,cuda,last_valid_ttnc
lpwm_rectified_laplace_cap32,C:\Users\tmcke\code\JEPA-For-Claims\experiments\lpwm_claims_pilot_20260826\cap32_promotion_seed42_e4\lpwm_rectified_laplace_cap32\encoder.ckpt,1597.261962890625,34.35436248779297,2594.697021484375,0.8250200152397156,0.20105107128620148,0.7681932245922208,0.1651984576170135,,,3188,256,cuda,last_valid_ttnc
